部件ID,对象类型,对象句柄,起点X,起点Y,终点X,终点Y,圆心X,圆心Y,半径,起始角度(°),总角度(°)
A13,ARC,3CD36,146.68904,261.105629,146.927418,261.157607,146.424818,262.890001,1.803828,278.42292,7.755525
A13,ARC,3C5B2,148.47058,262.255032,140.79171,267.027963,126.352752,235.234533,34.918558,50.697706,14.877161
A13,ARC,3CD35,114.812764,219.660393,129.765155,227.034915,109.677498,248.918329,29.70518,279.954987,32.595074
A13,LINE,3CD34,114.812764,219.660393,114.812764,219.660393,,,,,
A13,ARC,3C5B0,206.554478,240.565838,186.061273,255.404459,190.827127,240.41584,15.728066,0.546437,107.092397
A13,ARC,3C5AF,175.87214,231.205309,196.580519,225.777856,189.932335,242.6318,18.117775,219.100197,72.426987
A13,ARC,3C5AE,204.478235,232.604354,206.554478,240.265841,190.827127,240.41584,15.728066,330.220795,29.232768
A13,ARC,3C5AD,196.580519,225.777856,204.326763,232.345406,190.827127,240.41584,15.728066,291.457081,37.67084
A13,ARC,3C5AC,183.670063,256.408687,186.061273,255.404459,185.455241,257.31043,2,206.799602,80.839231
A13,ARC,3C5AB,172.401979,264.243903,159.86738,259.339877,170.786852,249.901025,14.43353,83.575084,55.5846
A13,ARC,3C5AA,183.670063,256.408687,172.699726,264.207237,170.786852,249.901025,14.43353,26.79959,55.5846
A13,ARC,3C5A9,124.820408,276.764733,121.339821,258.691853,128.528663,266.678978,10.745865,110.187086,117.823999
A13,ARC,3C5A8,139.1352,264.95416,125.10339,276.864316,128.528663,266.678978,10.745865,350.763507,117.823999
A13,ARC,3C5A7,121.942478,254.9822,121.339821,258.691853,119.33286,256.46203,3,330.443824,77.567261
A13,ARC,3C5A6,121.942478,254.9822,120.610852,250.789455,131.1936,249.736186,10.635033,150.443824,23.87242
A13,ARC,3C5A5,118.924436,241.35158,120.610852,250.789455,98.572685,249.85776,22.057853,337.317113,25.103705
A13,ARC,3CD33,107.06208,244.397863,107.084662,244.014206,111.595929,244.472237,4.534459,180.939813,4.857589
A13,ARC,3CD32,107.084662,244.014206,107.249683,243.223791,110.714557,244.359612,3.646291,185.435655,12.714018
A13,ARC,3CD31,107.249683,243.223791,107.780425,242.290164,109.789988,244.050216,2.671353,198.021027,23.192092
A13,ARC,3CD30,107.780425,242.290164,108.564689,241.614785,110.660107,244.841071,3.847037,221.53546,15.461502
A13,ARC,3CD2F,108.564689,241.614785,109.095881,241.299517,111.955358,246.722558,6.13074,236.42279,5.775291
A13,ARC,3CD2E,109.095881,241.299517,109.486087,241.107064,112.671802,248.058015,7.646208,242.116679,3.260691
A13,ARC,3CD2D,109.486087,241.107064,110.082387,240.858559,113.524342,249.957386,9.728089,245.473578,3.805515
A13,ARC,3CD2C,110.082387,240.858559,110.688596,240.645069,115.308678,254.731257,14.824502,249.356993,2.484204
A13,ARC,3CD2B,110.688596,240.645069,111.505915,240.389219,122.379695,276.559213,37.769135,251.968424,1.299231
A13,ARC,3CD2A,111.505915,240.389219,112.738747,240.018068,134.661593,315.071186,78.189396,252.773577,0.943459
A13,ARC,3CD29,112.738747,240.018068,113.359769,239.846683,119.399687,262.943371,23.873366,253.798792,1.546209
A13,ARC,3CD28,113.359769,239.846683,114.407132,239.610038,117.188786,254.357405,15.007412,255.218016,4.100325
A13,ARC,3CD27,114.407132,239.610038,115.685026,239.443534,116.478836,250.523015,11.107881,259.250957,6.65098
A13,ARC,3CD26,115.685026,239.443534,115.892629,239.43191,116.177273,246.375305,6.949227,265.938059,1.714413
A13,ARC,3CD25,115.892629,239.43191,116.10034,239.427402,116.107211,244.531024,5.103627,267.590286,2.332582
A13,ARC,3CD24,116.10034,239.427402,116.307788,239.432702,116.105553,243.285668,3.85827,269.922589,3.082004
A13,ARC,3CD23,116.307788,239.432702,116.5146,239.450504,116.146899,242.511965,3.083464,272.990935,3.857836
A13,ARC,3CD22,116.5146,239.450504,118.563252,240.711466,116.171586,242.302467,2.872516,276.858188,49.508896
A13,ARC,3CD21,118.563252,240.711466,118.924436,241.35158,115.267795,242.992885,4.008105,325.305446,10.521332
A13,LINE,3C5A0,107.06208,244.397863,107.06208,248.489683,,,,,
A13,LINE,3C59F,97.805304,248.489683,88.848528,248.489683,,,,,
A13,LINE,3C59E,107.06208,248.489683,98.105304,248.489683,,,,,
A13,ARC,3CD20,87.532133,242.822991,88.039222,243.197339,87.555131,243.322461,0.5,267.363736,78.144237
A13,LINE,3CD1F,88.039222,243.197339,88.039222,243.197339,,,,,
A13,ARC,3CD1E,88.039222,243.197339,88.848528,248.489683,62.382387,249.828839,26.5,345.507973,11.595398
A13,LINE,3CD1D,88.848528,248.489683,88.848528,248.489683,,,,,
A13,ARC,3C59B,87.532133,242.822991,87.382387,242.828839,87.03818,232.095135,10.739221,87.363736,0.799542
A13,ARC,3CD1C,88.348887,237.528633,94.477726,226.011081,120.10453,247.037328,33.148697,196.669449,22.6987
A13,ARC,3CD1B,87.382387,242.828839,88.348887,237.528633,111.310442,244.453931,23.983177,183.88532,12.898204
A13,ARC,3CD1A,111.283793,219.236957,114.517196,219.609022,109.364683,250.15071,30.973265,273.552333,6.023542
A13,LINE,3CD19,111.283793,219.236957,111.283793,219.236957,,,,,
A13,ARC,3CD18,103.406139,220.245676,111.283793,219.236957,110.075629,241.066598,21.863048,252.238368,20.929441
A13,LINE,3CD17,103.406139,220.245676,103.406139,220.245676,,,,,
A13,ARC,3CD16,101.867557,220.807294,103.121219,220.339588,109.853306,240.298653,21.063838,247.720739,3.640283
A13,ARC,3CD15,94.477726,226.011081,101.867557,220.807294,109.359832,239.295971,19.94907,221.754503,26.18594
A13,LINE,3C596,129.765155,227.034915,129.729286,227.129989,,,,,
A13,ARC,3C595,129.818515,227.530825,129.729286,227.129989,130.072056,227.264035,0.368049,133.541493,67.817358
A13,LINE,3C594,129.818515,227.530825,129.912907,227.622657,,,,,
A13,ARC,3C593,130.315926,227.701299,129.912907,227.622657,130.172907,227.362233,0.367995,67.1297,67.823646
A13,LINE,3C592,130.315926,227.701299,130.536607,227.611557,,,,,
A13,LINE,3C591,130.536607,227.611557,130.547872,227.606731,,,,,
A13,LINE,3C590,130.547872,227.606731,130.977659,227.415014,,,,,
A13,LINE,3C58F,130.977659,227.415014,130.989876,227.409314,,,,,
A13,LINE,3C58E,130.989876,227.409314,131.09903,227.355796,,,,,
A13,ARC,3C58D,131.09903,227.355796,131.496003,227.397893,131.264939,227.684048,0.367798,243.18644,65.733694
A13,LINE,3C58C,131.496003,227.397893,132.717385,228.35056,,,,,
A13,LINE,3C58B,132.717385,228.35056,132.713929,228.359636,,,,,
A13,LINE,3C58A,132.713929,228.359636,132.561071,228.800117,,,,,
A13,LINE,3C589,132.561071,228.800117,132.556958,228.812791,,,,,
A13,LINE,3C588,132.556958,228.812791,132.418477,229.262778,,,,,
A13,LINE,3C587,132.418477,229.262778,132.41505,229.274551,,,,,
A13,LINE,3C586,132.41505,229.274551,132.35268,229.503822,,,,,
A13,ARC,3C585,132.479466,229.894434,132.35268,229.503822,132.706301,229.604925,0.367791,128.079296,67.876342
A13,LINE,3C584,132.479466,229.894434,132.582235,229.977026,,,,,
A13,ARC,3C583,132.991005,230.017048,132.582235,229.977026,132.816388,229.692986,0.368113,61.682511,67.818526
A13,LINE,3C582,132.991005,230.017048,133.212689,229.900909,,,,,
A13,LINE,3C581,133.212689,229.900909,133.622299,229.66917,,,,,
A13,LINE,3C580,133.622299,229.66917,133.634064,229.662334,,,,,
A13,LINE,3C57F,133.634064,229.662334,133.959101,229.462717,,,,,
A13,ARC,3C57E,133.959101,229.462717,134.209735,229.472865,134.077051,229.649739,0.22111,237.761409,69.114287
A13,LINE,3C57D,134.209735,229.472865,135.333882,230.275252,,,,,
A13,ARC,3C57C,135.333882,230.275252,135.42407,230.513191,135.209765,230.458358,0.221208,304.131052,70.220787
A13,LINE,3C57B,135.42407,230.513191,135.330519,230.897457,,,,,
A13,LINE,3C57A,135.330519,230.897457,135.327464,230.910737,,,,,
A13,LINE,3C579,135.327464,230.910737,135.232649,231.371838,,,,,
A13,LINE,3C578,135.232649,231.371838,135.230413,231.38369,,,,,
A13,LINE,3C577,135.230413,231.38369,135.190034,231.618305,,,,,
A13,ARC,3C576,135.35342,231.99494,135.190034,231.618305,135.551642,231.685194,0.367742,122.617158,67.86262
A13,LINE,3C575,135.35342,231.99494,135.463506,232.067394,,,,,
A13,ARC,3C574,135.874165,232.068455,135.463506,232.067394,135.669625,231.762211,0.368269,56.261017,67.773854
A13,LINE,3C573,135.874165,232.068455,136.073531,231.938693,,,,,
A13,LINE,3C572,136.073531,231.938693,136.083868,231.93162,,,,,
A13,LINE,3C571,136.083868,231.93162,136.469784,231.661689,,,,,
A13,LINE,3C570,136.469784,231.661689,136.480437,231.653875,,,,,
A13,LINE,3C56F,136.480437,231.653875,136.791176,231.419838,,,,,
A13,ARC,3C56E,136.791176,231.419838,137.046311,231.409139,136.926322,231.595229,0.221419,232.384152,70.429353
A13,LINE,3C56D,137.046311,231.409139,138.230578,232.125266,,,,,
A13,ARC,3C56C,138.230578,232.125266,138.340252,232.351942,138.121545,232.317889,0.221342,299.51164,69.338304
A13,LINE,3C56B,138.340252,232.351942,138.286582,232.722518,,,,,
A13,LINE,3C56A,138.286582,232.722518,138.284956,232.73585,,,,,
A13,LINE,3C569,138.284956,232.73585,138.234251,233.203726,,,,,
A13,LINE,3C568,138.234251,233.203726,138.233127,233.215947,,,,,
A13,LINE,3C567,138.233127,233.215947,138.215318,233.453183,,,,,
A13,ARC,3C566,138.413688,233.812534,138.215318,233.453183,138.581629,233.485399,0.367725,117.17468,67.851443
A13,LINE,3C565,138.413688,233.812534,138.530297,233.87435,,,,,
A13,ARC,3C564,138.939299,233.8364,138.530297,233.87435,138.706524,233.550653,0.368559,50.833096,67.731763
A13,LINE,3C563,138.939299,233.8364,139.125496,233.688218,,,,,
A13,LINE,3C562,139.125496,233.688218,139.135223,233.680246,,,,,
A13,LINE,3C561,139.135223,233.680246,139.493664,233.37472,,,,,
A13,LINE,3C560,139.493664,233.37472,139.503417,233.366087,,,,,
A13,LINE,3C55F,139.503417,233.366087,139.761268,233.130546,,,,,
A13,ARC,3C55E,139.761268,233.130546,140.015027,233.096072,139.912499,233.292554,0.221624,226.970397,70.586204
A13,LINE,3C55D,140.015027,233.096072,141.288209,233.710222,,,,,
A13,ARC,3C55C,141.288209,233.710222,141.419326,233.925687,141.198668,233.912337,0.221062,293.894196,69.568
A13,LINE,3C55B,141.419326,233.925687,141.403183,234.258057,,,,,
A13,LINE,3C55A,141.403183,234.258057,141.402748,234.271414,,,,,
A13,LINE,3C559,141.402748,234.271414,141.396598,234.742019,,,,,
A13,LINE,3C558,141.396598,234.742019,141.396691,234.754608,,,,,
A13,LINE,3C557,141.396691,234.754608,141.401504,234.99264,,,,,
A13,ARC,3C556,141.633318,235.331351,141.401504,234.99264,141.769796,234.989263,0.368308,111.749865,67.724811
A13,LINE,3C555,141.633318,235.331351,141.75502,235.381656,,,,,
A13,ARC,3C554,142.158636,235.304913,141.75502,235.381656,141.899726,235.042969,0.368305,45.333711,67.80116
A13,LINE,3C553,142.158636,235.304913,142.330051,235.139555,,,,,
A13,LINE,3C552,142.330051,235.139555,142.338666,235.130844,,,,,
A13,LINE,3C551,142.338666,235.130844,142.666541,234.793031,,,,,
A13,LINE,3C550,142.666541,234.793031,142.675737,234.783288,,,,,
A13,LINE,3C54F,142.675737,234.783288,142.799641,234.646096,,,,,
A13,ARC,3C54E,142.799641,234.646096,143.217786,234.549527,143.07633,234.890594,0.369237,221.465513,71.060421
A13,LINE,3C54D,143.217786,234.549527,144.39501,234.995542,,,,,
A13,ARC,3C54C,144.39501,234.995542,144.643911,235.331273,144.275772,235.344072,0.368362,288.886665,69.122179
A13,LINE,3C54B,144.643911,235.331273,144.651283,235.490829,,,,,
A13,LINE,3C54A,144.651283,235.490829,144.652065,235.504317,,,,,
A13,LINE,3C549,144.652065,235.504317,144.69089,235.973154,,,,,
A13,LINE,3C548,144.69089,235.973154,144.69212,235.985451,,,,,
A13,LINE,3C547,144.69212,235.985451,144.719604,236.221792,,,,,
A13,ARC,3C546,144.982505,236.536983,144.719604,236.221792,145.085564,236.183783,0.367928,106.266477,67.804091
A13,LINE,3C545,144.982505,236.536983,145.108692,236.57554,,,,,
A13,ARC,3C544,145.502954,236.460932,145.108692,236.57554,145.220556,236.22491,0.368042,39.888197,67.806437
A13,LINE,3C543,145.502954,236.460932,145.657764,236.280385,,,,,
A13,LINE,3C542,145.657764,236.280385,145.665928,236.270696,,,,,
A13,LINE,3C541,145.665928,236.270696,145.960038,235.903006,,,,,
A13,LINE,3C540,145.960038,235.903006,145.968201,235.892523,,,,,
A13,LINE,3C53F,145.968201,235.892523,146.04682,235.786776,,,,,
A13,ARC,3C53E,146.04682,235.786776,146.449231,235.649678,146.345209,236.003481,0.368778,215.98908,70.394902
A13,LINE,3C53D,146.449231,235.649678,147.700585,235.974505,,,,,
A13,ARC,3C53C,147.700585,235.974505,147.984648,236.286024,147.61908,236.334099,0.368716,282.770898,69.737128
A13,LINE,3C53B,147.984648,236.286024,148.002245,236.409254,,,,,
A13,LINE,3C53A,148.002245,236.409254,148.004296,236.422371,,,,,
A13,LINE,3C539,148.004296,236.422371,148.087376,236.885526,,,,,
A13,LINE,3C538,148.087376,236.885526,148.089771,236.897822,,,,,
A13,LINE,3C537,148.089771,236.897822,148.139606,237.130488,,,,,
A13,ARC,3C536,148.431422,237.419411,148.139606,237.130488,148.500599,237.057712,0.368255,100.827294,67.774648
A13,LINE,3C535,148.431422,237.419411,148.560665,237.445745,,,,,
A13,ARC,3C534,148.942239,237.294018,148.560665,237.445745,148.638549,237.085947,0.368132,34.416775,67.797407
A13,LINE,3C533,148.942239,237.294018,149.079096,237.099393,,,,,
A13,LINE,3C532,149.079096,237.099393,149.086149,237.089123,,,,,
A13,LINE,3C531,149.086149,237.089123,149.343984,236.695156,,,,,
A13,LINE,3C530,149.343984,236.695156,149.350877,236.68412,,,,,
A13,LINE,3C52F,149.350877,236.68412,149.384906,236.628045,,,,,
A13,ARC,3C52E,154.56643,236.898574,149.384906,236.628045,152.043082,235.472108,2.898636,29.479774,127.017883
A13,ARC,3C52D,154.56643,236.898574,154.84455,237.143578,154.495442,237.259516,0.367856,281.126654,60.502275
A13,LINE,3C52C,154.84455,237.143578,154.889139,237.272625,,,,,
A13,LINE,3C52B,154.889139,237.272625,154.893677,237.285289,,,,,
A13,LINE,3C52A,154.893677,237.285289,155.063032,237.724308,,,,,
A13,LINE,3C529,155.063032,237.724308,155.067781,237.735914,,,,,
A13,LINE,3C528,155.067781,237.735914,155.160858,237.955018,,,,,
A13,ARC,3C527,155.501816,238.1834,155.160858,237.955018,155.501377,237.81535,0.36805,89.931745,67.766722
A13,LINE,3C526,155.501816,238.1834,155.633571,238.184817,,,,,
A13,ARC,3C525,155.979802,237.963727,155.633571,238.184817,155.64242,237.817027,0.367897,23.500327,67.877928
A13,LINE,3C524,155.979802,237.963727,156.077373,237.746664,,,,,
A13,LINE,3C523,156.077373,237.746664,156.082229,237.735418,,,,,
A13,LINE,3C522,156.082229,237.735418,156.261073,237.300224,,,,,
A13,LINE,3C521,156.261073,237.300224,156.265927,237.28755,,,,,
A13,LINE,3C520,156.265927,237.28755,156.317364,237.148111,,,,,
A13,ARC,3C51F,156.317364,237.148111,156.660129,236.903115,156.664845,237.271987,0.368902,199.621042,69.646525
A13,LINE,3C51E,156.660129,236.903115,157.935063,236.849623,,,,,
A13,ARC,3C51D,157.935063,236.849623,158.298499,237.068512,157.961138,237.217493,0.368793,265.945672,70.227777
A13,LINE,3C51C,158.298499,237.068512,158.363077,237.210073,,,,,
A13,LINE,3C51B,158.363077,237.210073,158.368778,237.222207,,,,,
A13,LINE,3C51A,158.368778,237.222207,158.579094,237.64325,,,,,
A13,LINE,3C519,158.579094,237.64325,158.584874,237.654326,,,,,
A13,LINE,3C518,158.584874,237.654326,158.698179,237.863463,,,,,
A13,ARC,3C517,159.059499,238.058365,158.698179,237.863463,159.024062,237.691693,0.368381,84.479806,67.726863
A13,LINE,3C516,159.059499,238.058365,159.190896,238.047193,,,,,
A13,ARC,3C515,159.514446,237.794204,159.190896,238.047193,159.164668,237.68026,0.367869,18.043628,67.867919
A13,LINE,3C514,159.514446,237.794204,159.590842,237.568886,,,,,
A13,LINE,3C513,159.590842,237.568886,159.594639,237.557271,,,,,
A13,LINE,3C512,159.594639,237.557271,159.731162,237.106836,,,,,
A13,LINE,3C511,159.731162,237.106836,159.734825,237.094005,,,,,
A13,LINE,3C510,159.734825,237.094005,159.777165,236.934051,,,,,
A13,ARC,3C50F,159.777165,236.934051,160.095133,236.65782,160.134736,237.024528,0.36884,194.199695,69.636504
A13,LINE,3C50E,160.095133,236.65782,161.347369,236.485811,,,,,
A13,ARC,3C50D,161.347369,236.485811,161.729603,236.669079,161.40791,236.849781,0.368971,260.556213,70.119983
A13,LINE,3C50C,161.729603,236.669079,161.815248,236.817812,,,,,
A13,LINE,3C50B,161.815248,236.817812,161.822086,236.829124,,,,,
A13,LINE,3C50A,161.822086,236.829124,162.071349,237.228225,,,,,
A13,LINE,3C509,162.071349,237.228225,162.078186,237.238797,,,,,
A13,LINE,3C508,162.078186,237.238797,162.210924,237.436276,,,,,
A13,ARC,3C507,162.589084,237.595984,162.210924,237.436276,162.518921,237.234554,0.368176,79.014032,67.763307
A13,LINE,3C506,162.589084,237.595984,162.71888,237.572462,,,,,
A13,ARC,3C505,163.016814,237.290011,162.71888,237.572462,162.657689,237.209558,0.368026,12.627191,67.80187
A13,LINE,3C504,163.016814,237.290011,163.071748,237.058368,,,,,
A13,LINE,3C503,163.071748,237.058368,163.074432,237.045987,,,,,
A13,LINE,3C502,163.074432,237.045987,163.16737,236.584809,,,,,
A13,LINE,3C501,163.16737,236.584809,163.169842,236.571688,,,,,
A13,LINE,3C500,163.169842,236.571688,163.198962,236.394874,,,,,
A13,ARC,3C4FF,163.198962,236.394874,163.489383,236.089501,163.563554,236.450828,0.368862,188.725081,69.67465
A13,LINE,3C4FE,163.489383,236.089501,164.709453,235.802238,,,,,
A13,ARC,3C4FD,164.709453,235.802238,165.107388,235.948435,164.80436,236.158579,0.368763,255.086215,70.173227
A13,LINE,3C4FC,165.107388,235.948435,165.214359,236.098943,,,,,
A13,LINE,3C4FB,165.214359,236.098943,165.222307,236.109804,,,,,
A13,LINE,3C4FA,165.222307,236.109804,165.508608,236.483369,,,,,
A13,LINE,3C4F9,165.508608,236.483369,165.516344,236.49312,,,,,
A13,LINE,3C4F8,165.516344,236.49312,165.593158,236.587142,,,,,
A13,ARC,3C4F7,166.477698,236.322366,165.593158,236.587142,165.980364,236.270801,0.5,5.919478,134.832201
A13,LINE,3C4F6,166.477698,236.322366,166.538217,235.738674,,,,,
A13,LINE,3C4F5,166.538217,235.738674,166.539393,235.725554,,,,,
A13,LINE,3C4F4,166.539393,235.725554,166.552751,235.530403,,,,,
A13,ARC,3C4F3,166.552751,235.530403,166.811872,235.199117,166.920761,235.551268,0.368601,183.245048,69.572761
A13,LINE,3C4F2,166.811872,235.199117,167.984063,234.797939,,,,,
A13,ARC,3C4F1,167.984063,234.797939,168.395527,234.905216,168.113705,235.143423,0.369007,249.431486,70.36268
A13,LINE,3C4F0,168.395527,234.905216,168.529938,235.06056,,,,,
A13,LINE,3C4EF,168.529938,235.06056,168.538786,235.070442,,,,,
A13,LINE,3C4EE,168.538786,235.070442,168.859262,235.415194,,,,,
A13,LINE,3C4ED,168.859262,235.415194,168.868029,235.424177,,,,,
A13,LINE,3C4EC,168.868029,235.424177,169.035764,235.593132,,,,,
A13,LINE,3C4EB,169.035764,235.593132,169.247747,235.701182,,,,,
A13,LINE,3C4EA,169.247747,235.701182,169.41565,235.686082,,,,,
A13,LINE,3C4E9,169.41565,235.686082,169.437389,235.678388,,,,,
A13,LINE,3C4E8,169.437389,235.678388,169.560095,235.630726,,,,,
A13,ARC,3C4E7,169.799186,235.296924,169.560095,235.630726,169.431527,235.28611,0.367818,1.684689,67.855969
A13,LINE,3C4E6,169.799186,235.296924,169.80911,235.059167,,,,,
A13,LINE,3C4E5,169.80911,235.059167,169.809493,235.046868,,,,,
A13,LINE,3C4E4,169.809493,235.046868,169.813591,234.562856,,,,,
A13,LINE,3C4E3,169.813591,234.562856,169.804468,234.230726,,,,,
A13,ARC,3C4E2,169.804468,234.230726,169.939295,234.018488,170.025489,234.222189,0.221186,177.787978,69.276815
A13,LINE,3C4E1,169.939295,234.018488,171.218266,233.425416,,,,,
A13,ARC,3C4E0,171.218266,233.425416,171.472926,233.464573,171.318193,233.623209,0.221602,243.19648,71.090069
A13,LINE,3C4DF,171.472926,233.464573,171.731864,233.711691,,,,,
A13,LINE,3C4DE,171.731864,233.711691,171.74153,233.720699,,,,,
A13,LINE,3C4DD,171.74153,233.720699,172.093376,234.033546,,,,,
A13,LINE,3C4DC,172.093376,234.033546,172.102856,234.041629,,,,,
A13,LINE,3C4DB,172.102856,234.041629,172.285626,234.193614,,,,,
A13,ARC,3C4DA,172.693716,234.240407,172.285626,234.193614,172.5245,233.913258,0.368321,62.649929,67.782357
A13,LINE,3C4D9,172.693716,234.240407,172.811542,234.181193,,,,,
A13,ARC,3C4D8,173.017777,233.826373,172.811542,234.181193,172.650709,233.850364,0.367851,356.260479,67.812715
A13,LINE,3C4D7,173.017777,233.826373,173.005134,233.588932,,,,,
A13,LINE,3C4D6,173.005134,233.588932,173.0043,233.576343,,,,,
A13,LINE,3C4D5,173.0043,233.576343,172.963518,233.107509,,,,,
A13,LINE,3C4D4,172.963518,233.107509,172.962153,233.094101,,,,,
A13,LINE,3C4D3,172.962153,233.094101,172.915999,232.719957,,,,,
A13,ARC,3C4D2,172.915999,232.719957,173.032424,232.494542,173.135241,232.690421,0.221223,172.327204,69.977651
A13,LINE,3C4D1,173.032424,232.494542,174.161342,231.650123,,,,,
A13,ARC,3C4D0,174.161342,231.650123,174.4186,231.635844,174.299963,231.823015,0.221602,231.278021,71.090069
A13,LINE,3C4CF,174.4186,231.635844,174.722989,231.824158,,,,,
A13,LINE,3C4CE,174.722989,231.824158,174.734308,231.830976,,,,,
A13,LINE,3C4CD,174.734308,231.830976,175.143177,232.064416,,,,,
A13,LINE,3C4CC,175.143177,232.064416,175.154122,232.070366,,,,,
A13,LINE,3C4CB,175.154122,232.070366,175.364341,232.18133,,,,,
A13,ARC,3C4CA,175.773297,232.142835,175.364341,232.18133,175.540166,231.857686,0.368321,50.73147,67.782357
A13,LINE,3C4C9,175.773297,232.142835,175.876353,232.060564,,,,,
A13,ARC,3C4C8,176.004865,231.670802,175.876353,232.060564,175.650665,231.770083,0.367851,344.34202,67.812715
A13,LINE,3C4C7,176.004865,231.670802,175.943459,231.441091,,,,,
A13,LINE,3C4C6,175.943459,231.441091,175.940043,231.428946,,,,,
A13,LINE,3C4C5,175.940043,231.428946,175.87214,231.205309,,,,,
A13,ARC,3C4C4,87.532133,242.822991,87.382387,242.828839,87.03818,232.095136,10.739221,87.363736,0.799542
